route,week,sales,level_shifts,season_negative,season_positive,route4_out1,route6_sdum1,route6_sdum2,route6_sdum3,total_price,reg_price,tpr,temp_dep,yt_views,yt_views_1,paid_search_imps,display_imps,email_open,tv,tv_1,tv_2,tv_3,tv_4,tv_5,ooh_1,news,news_1,news_2,radio,radio_1,radio_2,total_mag,total_mag_1,total_mag_2,departures,comp1_ooh,comp2_tv,comp2_tmag_1,comp3_tv_1
ROUTE7,2013-40,2983.999999,0.005979817,0,0.141706422,0,0,0,0,-0.12564321,-0.117431739,0.006366631,0,0.600419869,0.475571953,2.33334622,0,0.40869303,3.150863478,3.176639248,3.307234688,2.895540918,2.810967148,2.220971298,2.4806,4.0785,0,4.8979,3.0357,2.9356,2.9771,4.18452977,1.63643157,2.36965325,0.234839591,1.297,8.269,0,5.081
ROUTE7,2013-41,2926.000001,0.006479379,0,0.070932133,0,0,0,0,-0.120750147,-0.117431739,0.001473568,0,0.452910885,0.600419869,2.27632304,0,0.32359853,2.649008198,3.150863478,3.176639248,3.307234688,2.895540918,2.810967148,2.4806,0,4.0785,0,2.2795,3.0357,2.9356,3.03678315,4.18452977,1.63643157,0.234839591,1.287,9.295,2.049,5.565
ROUTE7,2013-42,2821,0.012987575,0,0.05759544,0,0,0,0,-0.132695539,-0.117431739,0.01341896,0,0.446412487,0.452910885,2.32101634,0,0.32359853,3.150863478,2.649008198,3.150863478,3.176639248,3.307234688,2.895540918,1.956,4.6169,0,4.0785,3.0542,2.2795,3.0357,1.74454094,3.03678315,4.18452977,0.234839591,1.287,8.802,0,5.204
ROUTE7,2013-43,2903,0.019852775,0,0.066183328,0,0,0,0,-0.121227495,-0.117431739,0.001950916,0,0.942892981,0.446412487,2.44059616,0,0.32359853,3.150863478,3.150863478,2.649008198,3.150863478,3.176639248,3.307234688,1.9389,1.1238,4.6169,0,3.0542,3.0542,2.2795,2.0961435,1.74454094,3.03678315,0.234839591,1.287,8.825,1.549,3.173
ROUTE7,2013-44,2795.000001,0.023637544,0,0.081361606,0,0,0,0,-0.114602575,-0.112757735,0,-0.023530497,1.657481418,0.942892981,2.47821314,0,0.37918223,0,3.150863478,3.150863478,2.649008198,3.150863478,3.176639248,1.9389,4.2218,1.1238,4.6169,0,3.0542,3.0542,3.26708445,2.0961435,1.74454094,0.234839591,1.184,8.901,0,1.677
ROUTE7,2013-45,2956,0.02170015,0,0.044513763,0,0,0,0,-0.152357013,-0.112757735,0.037754438,0,4.214215281,1.657481418,2.4337573,0,0.66014397,0,0,3.150863478,3.150863478,2.649008198,3.150863478,1.9389,4.3804,4.2218,1.1238,0,0,3.0542,0,3.26708445,2.0961435,0.234839591,0.139,9.249,1.426,6.109
ROUTE7,2013-46,2520.000001,0.014216177,-0.018605089,0,0,0,0,0,-0.104690441,-0.112757735,0,0,0.921917505,4.214215281,2.38785325,0,0.66014397,0,0,0,3.150863478,3.150863478,2.649008198,0.9785,4.358,4.3804,4.2218,0,0,0,0,0,3.26708445,0.234839591,0.139,8.628,0,4.308
ROUTE7,2013-47,2257,0.008960507,-0.153694696,0,0,0,0,0,-0.151887771,-0.150042931,0,0,0.463812876,0.921917505,2.38984841,0,0.66014397,0,0,0,0,3.150863478,3.150863478,0.9785,2.6011,4.358,4.3804,0,0,0,0,0,0,0.234839591,0.139,9.029,1.641,4.796
ROUTE7,2013-48,1769,0.011982727,-0.371270326,0,0,0,0,0,-0.156550732,-0.15365381,0.001052082,-0.472359343,0.215591596,0.463812876,2.27263816,0,0.66014397,0,0,0,0,0,3.150863478,0.9785,2.567,2.6011,4.358,0,0,0,2.22658212,0,0,0.223143551,0.139,8.266,0,5.686
ROUTE7,2013-49,2624,0,-0.039551609,0,0,0,0,0,-0.15549865,-0.15365381,0,-0.011834458,2.022605775,0.215591596,2.47936407,0,0.35223598,0,0,0,0,0,0,0.9785,0.568,2.567,2.6011,0,0,0,0,2.22658212,0,0.223143551,0.124,8.691,2.377,1.843
ROUTE7,2013-50,2195.000001,0,-0.19329684,0,0,0,0,0,-0.18362385,-0.15365381,0.028125201,-0.060624622,1.336278917,2.022605775,2.38480651,0,0.29025847,0,0,0,0,0,0,0.8543,1.1238,0.568,2.567,0,0,0,0,0,2.22658212,0.223143551,0.122,5.024,0,0.908
ROUTE7,2013-51,1465.999999,0,-0.591561732,0,0,0,0,0,-0.259591817,-0.15365381,0.104093168,-0.048202102,0.961941176,1.336278917,2.15684555,0,0.29025847,0,0,0,0,0,0,0.8543,0,1.1238,0.568,0,0,0,0,0,0,0.223143551,0.122,4.267,1.659,1.856
ROUTE7,2013-52,753.0000002,0,-1.145962473,0,0,0,0,0,-0.376293277,-0.15365381,0.220794628,-0.658461623,0.637969102,0.961941176,2.30027132,0,0.29025847,0,0,0,0,0,0,0.8543,0,0,1.1238,0,0,0,0,0,0,0.223143551,0.122,5.627,0,1.856
ROUTE7,2014-1,1351,0.017341914,-0.733423798,0,0,0,0,0,-0.243712193,-0.15365381,0.088213543,-0.658461623,0.375770455,0.637969102,2.49804915,0,0.3991529,0,0,0,0,0,0,2.2164,0,0,0,0,0,0,0,0,0,0.223143551,0.072,5.161,0,1.744
ROUTE7,2014-2,2941.000001,0.011209693,-0.031698913,0,0,0,0,0,-0.218416481,-0.15365381,0.062917831,-0.048202102,0.33960213,0.375770455,2.58705461,0,0.52804428,0,0,0,0,0,0,0.8732,3.4914,0,0,0,0,0,0,0,0,0.223143551,0,4.509,1.549,0.192
ROUTE7,2014-3,2390,0,-0.078911185,0,0,0,0,0,-0.189701522,-0.15365381,0.034202873,-0.011834458,0.131275716,0.33960213,2.48084065,0,0.52804428,0,0,0,0,0,0,0.8732,0,3.4914,0,0,0,0,0,0,0,0.223143551,0,5.636,0,0.192
ROUTE7,2014-4,2476,0.004669447,-0.114085141,0,0,0,0,0,-0.21782467,-0.15365381,0.062326021,-0.098845835,0.658461623,0.131275716,2.26558769,0,0.52804428,0,0,0,0,0,0,0.8732,0,0,3.4914,0,0,0,0,0,0,0.223143551,0,3.968,1.426,0.192
ROUTE7,2014-5,2395.999999,0,-0.071161315,0,0,0,0,0,-0.230874468,-0.15365381,0.075375818,-0.011834458,3.770813307,0.658461623,2.25841573,0,0.52804428,0,0,0,0,0,0,0.8732,1.0378,0,0,0,0,0,0,0,0,0.223143551,0,0,0,0.192
ROUTE7,2014-6,2606.000001,0,-0.014583091,0,0,0,0,0,-0.207135005,-0.15365381,0.051636355,-0.048202102,1.903720411,3.770813307,2.34033217,0,0.12622098,0,0,0,0,0,0,0.8732,0,1.0378,0,0,0,0,0,0,0,0.223143551,0.18,2.955,2.248,0.249
ROUTE7,2014-7,2983.000001,0,-0.013461754,0,0,0,0,0,-0.305370387,-0.15365381,0.149871737,0,0.627563181,1.903720411,2.49924014,0,0.12622098,0,0,0,0,0,0,0.8732,3.3642,0,1.0378,0,0,0,0,0,0,0.223143551,0.18,2.77,0,6.66
ROUTE7,2014-8,2621.999999,0,-0.048807283,0,0,0,0,0,-0.223580208,-0.15365381,0.068081559,-0.111917916,0.564084071,0.627563181,2.38069626,0,0.12622098,0,0,0,0,0,0,0.8732,0,3.3642,0,0,0,0,0,0,0,0.223143551,0.18,2.572,2.034,7.127
ROUTE7,2014-9,2899,0,0,0.050242267,0,0,0,0,-0.152919453,-0.151074613,0,-0.011834458,0.346276237,0.564084071,2.54727392,0,0.12622098,0,0,0,0,0,0,0.8732,0,0,3.3642,0,0,0,0,0,0,0.223143551,0.18,0,1.808,7.285
ROUTE7,2014-10,3124,0.011759578,0,0.106353753,0,0,0,0,-0.17651227,-0.151074613,0.023592817,0,0.372535951,0.346276237,2.57449603,0,0,2.588024378,0,0,0,0,0,0.8732,3.026,0,0,0,0,0,0,0,0,0.223143551,1.315,0,0,5.12
ROUTE7,2014-11,2919.999999,0.007303256,0,0.063854683,0,0,0,0,-0.158013225,-0.151074613,0.005093772,0,0.455399067,0.372535951,2.52358372,0,0,2.588024378,2.588024378,0,0,0,0,2.3544,3.4914,3.026,0,2.2753,0,0,1.058627126,0,0,0.223143551,1.315,0,0,4.329
ROUTE7,2014-12,2694.999999,0.008303167,0,0.005589006,0,0,0,0,-0.173844944,-0.151074613,0.020925492,0,0.753956185,0.455399067,2.37135094,1.359143372,0,2.518412068,2.588024378,2.588024378,0,0,0,2.3544,0,3.4914,3.026,2.2753,2.2753,0,2.90229503,1.058627126,0,0.223143551,1.315,0,1.549,2.296
ROUTE7,2014-13,2795.000001,0.015303814,0,0.094335599,0,0,0,0,-0.162455376,-0.151074613,0.009535924,0,0.673759828,0.753956185,2.45328579,11.56021246,0,0,2.518412068,2.588024378,2.588024378,0,0,2.3544,3.3299,0,3.4914,0,2.2753,2.2753,0,2.90229503,1.058627126,0.223143551,1.315,3.581,0,1.95
ROUTE7,2014-14,3207.000001,0.024801389,0,0.144339393,0,0,0,0,-0.195710898,-0.151074613,0.042791446,0,0.643337688,0.673759828,2.44729945,11.5883973,0.10877986,0,0,2.518412068,2.588024378,2.588024378,0,2.6424,3.026,3.3299,0,0,0,2.2753,3.96250215,0,2.90229503,0.223143551,1.329,0,2.65,0.206
ROUTE7,2014-15,2841,0.006958244,0,0.125673278,0,0,0,0,-0.091515116,-0.089670276,0,-0.011834458,0.49820716,0.643337688,2.31198325,11.83927083,0.1832416,2.761079338,0,0,2.518412068,2.588024378,2.588024378,2.3476,4.6167,3.026,3.3299,2.3535,0,0,2.19787554,3.96250215,0,0.223143551,1.34,2.302,1.785,0
ROUTE7,2014-16,2830.000001,0,0,0.157499805,0,0,0,0,-0.13331196,-0.089670276,0.041796844,-0.005899722,0.767143189,0.49820716,2.31512138,12.24334589,0.1832416,2.761079338,2.761079338,0,0,2.518412068,2.588024378,2.3152,3.3299,4.6167,3.026,2.3535,2.3535,0,2.66634753,2.19787554,3.96250215,0.223143551,1.34,3.157,0,0
ROUTE7,2014-17,3034,0,0,0.189605959,0,0,0,0,-0.088644614,-0.086799774,0,-0.054394072,0.40441963,0.767143189,2.31148863,12.12475819,0.1832416,2.584232578,2.761079338,2.761079338,0,0,2.518412068,2.3152,0,3.3299,4.6167,2.3535,2.3535,2.3535,1.99034219,2.66634753,2.19787554,0.223143551,1.34,1.874,1.021,0
ROUTE7,2014-18,2880,0,0,0.111232852,0,0,0,0,-0.102914088,-0.086799774,0.014269474,-0.011834458,0.392846644,0.40441963,2.31991946,12.12871864,0.25299211,0.154141905,2.584232578,2.761079338,2.761079338,0,0,2.0206,3.3299,0,3.3299,0,2.3535,2.3535,4.05565635,1.99034219,2.66634753,0.223143551,1.119,3.897,0,0
ROUTE7,2014-19,3180.000001,0,0,0.233840437,0,0,0,0,-0.028775472,-0.026930632,0,-0.011834458,0.368749093,0.392846644,1.84745405,12.38021171,0.40865636,2.584232578,0.154141905,2.584232578,2.761079338,2.761079338,0,1.3564,4.8996,3.3299,0,2.3549,0,2.3535,3.12348073,4.05565635,1.99034219,0.223143551,0.163,2.583,3.052,0.057
ROUTE7,2014-20,3282.000001,0,0,0.198267066,0,0,0,0,-0.033482703,-0.026930632,0.004707231,-0.048202102,0.207982174,0.368749093,0.88521652,12.48489672,0.40865636,2.584232578,2.584232578,0.154141905,2.584232578,2.761079338,2.761079338,1.2018,3.5303,4.8996,3.3299,2.4017,2.3549,0,2.1206951,3.12348073,4.05565635,0.223143551,0.163,3.441,1.957,0.057
ROUTE7,2014-21,2987.999999,0,0,0.155957239,0,0,0,0,-0.05900592,-0.026930632,0.030230447,-0.011834458,0.71178126,0.207982174,0.81272508,12.35922543,0.40865636,0.154141905,2.584232578,2.584232578,0.154141905,2.584232578,2.761079338,1.2018,2.246,3.5303,4.8996,0,2.4017,2.3549,1.65119663,2.1206951,3.12348073,0.223143551,0.163,0,0,0.057
ROUTE7,2014-22,2959.999999,0.011836743,0,0.16396068,0,0,0,0,-0.002580473,-0.000735633,0,-0.125163143,0.448916871,0.71178126,0.66062679,12.41702027,0.40865636,0.154141905,0.154141905,2.584232578,2.584232578,0.154141905,2.584232578,1.0509,2.6846,2.246,3.5303,0,0,2.4017,2.86723259,1.65119663,2.1206951,0.223143551,0.163,2.554,0,0.057
ROUTE7,2014-23,2949.000001,0.01067623,0,0.207303138,0,0,0,0,0,-0.000735633,0,-0.011834458,0.413789818,0.448916871,0.59945944,12.51089624,0.5174301,0,0.154141905,0.154141905,2.584232578,2.584232578,0.154141905,1.0509,1.9355,2.6846,2.246,0,0,0,0,2.86723259,1.65119663,0.223143551,0.304,0,3.056,0.153
ROUTE7,2014-24,3013,0.01643156,0,0.148988809,0,0,0,0,-0.040797415,0,0.038952574,0,0.364403621,0.413789818,1.70921874,12.45816788,0.53446201,0,0,0.154141905,0.154141905,2.584232578,2.584232578,1.0509,2.1557,1.9355,2.6846,0,0,0,3.2795683,0,2.86723259,0.234839591,0.326,0,0,6.238
ROUTE7,2014-25,2744,0.02480237,0,0.098564983,0,0,0,0,-0.00184484,0,0,0,0.520341334,0.364403621,2.52798124,12.77823471,0.53446201,0,0,0,0.154141905,0.154141905,2.584232578,1.0509,1.7743,2.1557,1.9355,0,0,0,1.71649327,3.2795683,0,0.234839591,0.326,0,0,6.006
ROUTE7,2014-26,2608,0.035033431,-0.00532108,0,0,0,0,0,-0.027398833,-0.002851378,0.022702614,0,0.450416496,0.520341334,2.60226501,10.75301481,0.53446201,0,0,0,0,0.154141905,0.154141905,0.8732,1.9908,1.7743,2.1557,0,0,0,0,1.71649327,3.2795683,0.234839591,0.326,0,0,5.991
ROUTE7,2014-27,2151.999999,0.018645173,-0.094849896,0,0,0,0,0,-0.071127857,-0.002851378,0.066431639,-0.376809852,0.459862253,0.450416496,2.49783897,3.404762448,0.42455433,0,0,0,0,0,0.154141905,0.8732,0.2718,1.9908,1.7743,0,0,0,2.43411809,0,1.71649327,0.234839591,0.592,0,0,5.92
ROUTE7,2014-28,2771,0.010991324,0,0.148920145,0,0,0,0,-0.024964205,-0.002851378,0.020267987,0,0.542451862,0.459862253,2.62498927,2.929287174,0.33339115,0,0,0,0,0,0,0.8732,0.8074,0.2718,1.9908,0,0,0,0,2.43411809,0,0.246400413,0.754,0,2.691,6.448
ROUTE7,2014-29,3049,0.022743186,0,0.173828437,0,0,0,0,-0.017399204,-0.002851378,0.012702985,0,0.442392381,0.542451862,2.29748891,2.327277706,0.33339115,0,0,0,0,0,0,0.8732,1.7743,0.8074,0.2718,0,0,0,0,0,2.43411809,0.246400413,0.754,0,0,6.388
ROUTE7,2014-30,2814.000001,0.019156686,0,0.104164904,0,0,0,0,-0.013895894,-0.002851378,0.009199676,0,0.306123826,0.442392381,2.01138986,2.269914311,0.33339115,0,0,0,0,0,0,0.8732,1.9908,1.7743,0.8074,0,0,0,0,0,0,0.246400413,0.754,0,0,5.217
ROUTE7,2014-31,2550,0.006336502,0,0.069153606,0,0,0,0,-0.012047888,-0.002851378,0.00735167,0,0.471178487,0.306123826,2.68208822,9.03577012,0.32283191,0,0,0,0,0,0,0.8732,0,1.9908,1.7743,0,0,0,1.84589159,0,0,0.246400413,0.688,0,0,0
ROUTE7,2014-32,2542.999999,0,0,0.066973474,0,0,0,0,-0.020413512,-0.002851378,0.015717294,0,0.500585282,0.471178487,2.57556511,8.8983217,0.25702209,0.287666617,0,0,0,0,0,0.8732,0.2718,0,1.9908,0,0,0,1.71649327,1.84589159,0,0.246400413,0.163,0,2.304,0
ROUTE7,2014-33,2514,0.006492645,-0.016460932,0,0,0,0,0,-0.045214275,-0.002851378,0.040518056,0,0.334006144,0.500585282,2.55857492,9.50235945,0.25702209,0.287666617,0.287666617,0,0,0,0,0.8732,4.2624,0.2718,0,0,0,0,0,1.71649327,1.84589159,0.246400413,0.163,0,0.693,0
ROUTE7,2014-34,2365,0.012709868,-0.065105619,0,0,0,0,0,-0.055537792,-0.002851378,0.050841574,0,1.213721371,0.334006144,2.63998575,7.91281537,0.25702209,0.287666617,0.287666617,0.287666617,0,0,0,0.8732,2.5505,4.2624,0.2718,0,0,0,1.041475518,0,1.71649327,0.246400413,0.163,0,0,0
ROUTE7,2014-35,2318,0.012416103,-0.100680429,0,0,0,0,0,-0.115853399,-0.002851378,0.111157181,0,0.567200031,1.213721371,2.59587773,2.351375257,0.25702209,0.287666617,0.287666617,0.287666617,0.287666617,0,0,0.8732,0,2.5505,4.2624,0,0,0,2.90286865,1.041475518,0,0.234839591,0.163,0,0,3.025
ROUTE7,2014-36,2611.000001,0.002101143,0,0.15117819,0,0,0,0,-0.037960219,-0.002851378,0.033264001,-0.244453338,0.437344414,0.567200031,2.56297996,2.169053701,0.15005948,0.287666518,0.287666617,0.287666617,0.287666617,0.287666617,0,0.8732,0.2718,0,2.5505,0,0,0,3.70326669,2.90286865,1.041475518,0.199332903,1.66,0,0,5.847
ROUTE7,2014-37,2631,0,0,0.160657804,0,0,0,0,-0.004696218,-0.002851378,0,-0.036813973,0.223143551,0.437344414,2.57487779,11.79696009,0.10385107,0.287666518,0.287666518,0.287666617,0.287666617,0.287666617,0.287666617,0.8732,1.8322,0.2718,0,0,0,0,0,3.70326669,2.90286865,0.199332903,1.93,0,3.105,6.484
ROUTE7,2014-38,2595.000001,0,0,0.159671027,0,0,0,0,-0.052487735,-0.028607502,0.022035393,0,0.195169699,0.223143551,2.58665212,12.67047535,0.10385107,0.287666518,0.287666518,0.287666518,0.287666617,0.287666617,0.287666617,1.6051,3.4071,1.8322,0.2718,0,0,0,1.70542219,0,3.70326669,0.199332903,1.93,0,0,5.209
ROUTE7,2014-39,2560.999999,0,0,0.150043975,0,0,0,0,-0.083419763,-0.028607502,0.052967421,-0.075035186,0.856214549,0.195169699,2.56023616,12.91851935,0.10385107,0,0.287666518,0.287666518,0.287666518,0.287666617,0.287666617,1.701,3.5214,3.4071,1.8322,0,0,0,2.60674349,1.70542219,0,0.199332903,1.93,0,0,1.159
ROUTE7,2014-40,2790.000001,0.006378552,0,0.141706422,0,0,0,0,-0.089857362,-0.028607502,0.05940502,0,0.39496081,0.856214549,2.54104531,12.88776799,0.22579185,0,0,0.287666518,0.287666518,0.287666518,0.287666617,1.701,3.3326,3.5214,3.4071,0.4107,0,0,3.38742015,2.60674349,1.70542219,0.199332903,1.694,0,0,6.288
ROUTE7,2014-41,2458,0,0,0.070932133,0,0,0,0,-0.060532305,-0.028607502,0.030079963,0,0.399175779,0.39496081,2.39767781,12.99782789,0.368216,0,0,0,0.287666518,0.287666518,0.287666518,1.701,4.8296,3.3326,3.5214,0.4107,0.4107,0,3.16931416,3.38742015,2.60674349,0.199332903,1.255,0,3.135,6.404
ROUTE7,2014-42,2295.999999,0,0,0.05759544,0,0,0,0,-0.030452342,-0.028607502,0,0,0.377920994,0.399175779,2.30595123,13.01822917,0.368216,0,0,0,0,0.287666518,0.287666518,1.5176,3.6013,4.8296,3.3326,0,0.4107,0.4107,1.65439246,3.16931416,3.38742015,0.199332903,1.255,0,1.994,6.115
ROUTE7,2014-43,2334,0,0,0.066183328,0,0,0,0,-0.063166354,-0.061321514,0,0,0.551522219,0.377920994,2.25499034,12.74432762,0.368216,0,0,0,0,0,0.287666518,2.1332,4.7402,3.6013,4.8296,0,0,0.4107,2.2468763,1.65439246,3.16931416,0.199332903,1.255,0,0.947,6.129
ROUTE7,2014-44,2636.000001,0.003579278,0,0.081361606,0,0,0,0,-0.160546679,-0.14947343,0.009228409,-0.114775515,0.410676167,0.551522219,1.97641413,13.11517295,0.368216,0,0,0,0,0,0,2.1332,3.5648,4.7402,3.6013,0.0053,0,0,4.03223379,2.2468763,1.65439246,0.199332903,1.255,0,0.947,5.756
ROUTE7,2014-45,2555.999999,0.001532085,0,0.044513763,0,0,0,0,-0.15131827,-0.14947343,0,-0.024391453,0.515672791,0.410676167,1.99876839,13.06332634,0.32076459,0,0,0,0,0,0,2.1473,4.2434,3.5648,4.7402,0.0053,0.0053,0,0,4.03223379,2.2468763,0.199332903,0.602,0,3.814,5.855
ROUTE7,2014-46,2438.999999,0.003613782,-0.018605089,0,0,0,0,0,-0.15881624,-0.1569714,0,0,0.378457907,0.515672791,2.01691448,11.29165471,0.32076459,0,0,0,0,0,0,2.1473,3.7488,4.2434,3.5648,1.7145,0.0053,0.0053,2.90407811,0,4.03223379,0.199332903,0.602,0,0,6.429
ROUTE7,2014-47,2208.999999,0.003585284,-0.153694696,0,0,0,0,0,-0.23350576,-0.179609227,0.052051693,0,0.405987438,0.378457907,2.00015172,11.26464495,0.32076459,0,0,0,0,0,0,2.1473,4.4021,3.7488,4.2434,1.5148,1.7145,0.0053,0.637743944,2.90407811,0,0.199332903,0.602,0,0,6.03
ROUTE7,2014-48,1632.000001,0,-0.371270326,0,0,0,0,0,-0.270605783,-0.179609227,0.089151716,-0.244453338,0.927512795,0.405987438,1.57716765,9.35615847,0.32076459,0,0,0,0,0,0,2.1473,0.9732,4.4021,3.7488,1.5148,1.5148,1.7145,1.139459387,0.637743944,2.90407811,0.199332903,0.602,0,0,1.571
ROUTE7,2014-49,2533,0,-0.039551609,0,0,0,0,0,-0.226345371,-0.179609227,0.044891304,0,0.562745681,0.927512795,1.90634667,2.404367787,0.4166349,0,0,0,0,0,0,2.1473,0.912,0.9732,4.4021,1.5148,1.5148,1.5148,2.78835584,1.139459387,0.637743944,0.199332903,0.305,0,0,1.272
ROUTE7,2014-50,2203.999999,0.016688234,-0.19329684,0,0,0,0,0,-0.181454067,-0.179609227,0,-0.036367644,1.533592237,0.562745681,2.11420239,2.255044148,0.45254945,0,0,0,0,0,0,1.931,0.9732,0.912,0.9732,0,1.5148,1.5148,0,2.78835584,1.139459387,0.211309094,0.157,0,3.349,1.004
ROUTE7,2014-51,1468,0.019786488,-0.591561732,0,0,0,0,0,-0.302673716,-0.227758069,0.073070807,0,1.355051147,1.533592237,1.53705639,1.779783278,0.45254945,0,0,0,0,0,0,1.1038,0,0.9732,0.912,0,0,1.5148,0,0,2.78835584,0.211309094,0.157,0,0,1.24
ROUTE7,2014-52,885,0.026085809,-1.145962473,0,0,0,0,0,-0.488923073,-0.227758069,0.259320163,-0.663646516,0.759471919,1.355051147,1.83962428,1.61655538,0.45254945,0,0,0,0,0,0,1.1038,2.2993,0,0.9732,0,0,0,0,0,0,0.205338927,0.157,0,0,2.284
ROUTE7,2015-1,1301.000001,0.012621398,-0.733423798,0,0,0,0,0,-0.443276589,-0.227758069,0.21367368,-0.663646516,0.457385165,0.759471919,0,0,0.43694067,0,0,0,0,0,0,1.1038,0,2.2993,0,0,0,0,0,0,0,0.205338927,0.115,0,1.032,1.2
ROUTE7,2015-2,2941.000001,0.022631121,-0.031698913,0,0,0,0,0,-0.379352327,-0.227758069,0.149749417,-0.04908961,0.252793654,0.457385165,1.83925129,0,0.39681834,0,0,0,0,0,0,1.1022,0.9732,0,2.2993,0,0,0,0,0,0,0.205338927,0.003,0,2.056,0.793
ROUTE7,2015-3,3043,0.038333003,-0.078911185,0,0,0,0,0,-0.379487102,-0.227758069,0.149884193,-0.030397477,0.549262331,0.252793654,1.78929447,0,0.39681834,0,0,0,0,0,0,1.1022,0.1009,0.9732,0,0,0,0,0,0,0,0.205338927,0.003,0,0,0.793
ROUTE7,2015-4,2688.000001,0.025992517,-0.114085141,0,0,0,0,0,-0.370220527,-0.227758069,0.140617617,-0.068137805,0.547450736,0.549262331,2.50061943,0,0.39681834,0,0,0,0,0,0,1.1022,0.9732,0.1009,0.9732,0,0,0,0,0,0,0.205338927,0.003,0,0,0.793
ROUTE7,2015-5,2745.999999,0.028665038,-0.071161315,0,0,0,0,0,-0.333037521,-0.227758069,0.103434612,-0.030397477,0.293932093,0.547450736,2.17154851,0,0.39681834,0,0,0,0,0,0,1.1022,0,0.9732,0.1009,0,0,0,0,0,0,0.205338927,0.003,0,0,2.613
ROUTE7,2015-6,2904.999999,0.043306679,-0.014583091,0,0,0,0,0,-0.229602909,-0.227758069,0,-0.068137805,0.129211731,0.293932093,2.3443421,0,0.51505446,0,0,0,0,0,0,1.1022,0,0,0.9732,0,0,0,0,0,0,0.205338927,0.24,0,0,2.71
ROUTE7,2015-7,3146.000001,0.031234909,-0.013461754,0,0,0,0,0,-0.377193151,-0.227758069,0.147590242,-0.036589447,0.116737557,0.129211731,1.97070744,0,0.53346949,0,0,0,0,0,0,1.1022,3.4914,0,0,0,0,0,0,0,0,0.205338927,0.274,0,0,0
ROUTE7,2015-8,3102.999999,0.010380743,-0.048807283,0,0,0,0,0,-0.396287899,-0.227758069,0.16668499,-0.061748007,0.182190932,0.116737557,2.07172138,11.22346562,0.53346949,0,0,0,0,0,0,1.1022,0,3.4914,0,0,0,0,0,0,0,0.205338927,0.274,0,0,0
ROUTE7,2015-9,3305.999999,0,0,0.050242267,0,0,0,0,-0.386224931,-0.227758069,0.156622021,-0.018127385,0.184148518,0.182190932,2.21909324,12.03940246,0.53346949,0,0,0,0,0,0,1.2995,0,0,3.4914,0,0,0,1.75586224,0,0,0.205338927,0.274,0,0,0
ROUTE7,2015-10,3528,0,0,0.106353753,0,0,0,0,-0.328595421,-0.227758069,0.098992512,0,1.24444364,0.184148518,1.71565347,12.35406753,0.43364512,0,0,0,0,0,0,1.5453,0,0,0,2.2279,0,0,0,1.75586224,0,0.205338927,0.188,0,0,0
ROUTE7,2015-11,3160.999999,0.012655216,0,0.063854683,0,0,0,0,-0.276639357,-0.227758069,0.047036448,-0.006006024,0.807441029,1.24444364,1.58235348,12.09141748,0.41599411,0,0,0,0,0,0,1.6403,0,0,0,2.2279,2.2279,0,1.247191961,0,1.75586224,0.205338927,0.173,0,0,4.719
ROUTE7,2015-12,3312.999999,0.047686167,0,0.005589006,0,0,0,0,-0.317745556,-0.227758069,0.088142647,-0.006006024,0.827510907,0.807441029,2.10583764,12.39884933,0.41599411,0,0,0,0,0,0,1.505,2.1935,0,0,0,2.2279,2.2279,3.23553567,1.247191961,0,0.205338927,0.173,0,0,5.369
ROUTE7,2015-13,3609.000001,0.066466549,0,0.094335599,0,0,0,0,-0.315786293,-0.227758069,0.086183383,-0.006006024,0.230638902,0.827510907,1.56257776,12.56088623,0.41599411,0,0,0,0,0,0,1.382,3.6541,2.1935,0,0,0,2.2279,1.86419408,3.23553567,1.247191961,0.205338927,0.173,0,0,0
ROUTE7,2015-14,3541,0.082445607,0,0.144339393,0,0,0,0,-0.312537314,-0.227758069,0.082934405,-0.006006024,0.675755438,0.230638902,2.05999792,12.55960754,0.48978829,0,0,0,0,0,0,1.6246,4.2244,3.6541,2.1935,2.186,0,0,3.51197626,1.86419408,3.23553567,0.205338927,0.827,0,0,0
ROUTE7,2015-15,3698,0.104538091,0,0.125673278,0,0,0,0,-0.252327743,-0.227758069,0.022724834,-0.030397477,0.859206075,0.675755438,2.02946136,12.51249665,0.58040523,0,0,0,0,0,0,1.7347,2.001,4.2244,3.6541,2.186,2.186,0,1.247191961,3.51197626,1.86419408,0.205338927,1.321,0,0,0
ROUTE7,2015-16,3714.999999,0.101836449,0,0.157499805,0,0,0,0,-0.274535558,-0.227758069,0.044932648,0,0.491518172,0.859206075,1.94919993,12.54180851,0.58040523,0,0,0,0,0,0,1.9176,0,2.001,4.2244,0,2.186,2.186,2.0723814,1.247191961,3.51197626,0.223143551,1.321,0,0,5
ROUTE7,2015-17,3667,0.103506326,0,0.189605959,0,0,0,0,-0.271244519,-0.227758069,0.041641609,0,0.290421264,0.491518172,1.98136017,12.62628678,0.58040523,0,0,0,0,0,0,1.9176,4.3271,0,2.001,0,0,2.186,1.83742266,2.0723814,1.247191961,0.223143551,1.321,0,0,5.251
ROUTE7,2015-18,3395.999999,0.108814855,0,0.111232852,0,0,0,0,-0.224456164,-0.222611324,0,0,0.270888237,0.290421264,1.76907405,12.68772601,0.5414796,0,0,0,0,0,0,1.9967,0,4.3271,0,2.186,0,0,4.45796044,1.83742266,2.0723814,0.229008671,1.317,0,0,5.387
